Product_Id,Product_Name,Brand_Name,Sub_title,Image,Category,Price,Promo_Price,Price_Per_Unit,Primary_Badge,Secondary_Badge,Product_Rank,Page_No,Product_url,Category_url,TimeStamp
427783FLS,"Jumbo Cola Regular 1, 5L",JUMBO,"1,5 L",https://static-images.jumbo.com/product_images/170620212027_427783FLS-1_360x360_2.png,"Fris, sap, koffie, thee",74,,49,Altijd Lage Prijs (ALP),,17,4,"https://www.jumbo.com/producten/jumbo-cola-regular-1,5l-427783FLS","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
214363PAK,Jumbo Chocolate Chip Cookies 12 Stuks 225g,Jumbo,225 g,https://static-images.jumbo.com/product_images/191120190445_214363PAK-1_360x360_2.png,"Koek, snoep, chocolade en chips",85,,378,Altijd Lage Prijs (ALP),,18,4,https://www.jumbo.com/producten/jumbo-chocolate-chip-cookies-12-stuks-225g-214363PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
186036ZK,Jumbo Stroopwafels met Roomboter 468g,Jumbo,468 g,https://static-images.jumbo.com/product_images/121220192202_186036ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",191,,408,Altijd Lage Prijs (ALP),,19,4,https://www.jumbo.com/producten/jumbo-stroopwafels-met-roomboter-468g-186036ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
398872ZK,Jumbo Ribbel Paprika Chips 250g,JUMBO,250 g,https://static-images.jumbo.com/product_images/281120200338_398872ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",109,,436,Altijd Lage Prijs (ALP),Bekroonde producten,20,4,https://www.jumbo.com/producten/jumbo-ribbel-paprika-chips-250g-398872ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
203773STK,Jumbo Jong Belegen Kaas 48+ Plakken 400 g - Voordeelverpakking,Jumbo,400 g,https://static-images.jumbo.com/product_images/140920190454_203773STK-1_360x360_2.png,"Vleeswaren, kaas en tapas",540,,1350,,Van dichtbij,21,4,https://www.jumbo.com/producten/jumbo-jong-belegen-kaas-48-plakken-400-g-voordeelverpakking-203773STK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
388324EM,"Jumbo Yoghurt Griekse Stijl 0,1% Vet Naturel 1kg",JUMBO,1000 g,https://static-images.jumbo.com/product_images/210120221104_388324EM-1_360x360_2.png,"Zuivel, eieren, boter",199,,199,Altijd Lage Prijs (ALP),THT logo,22,4,"https://www.jumbo.com/producten/jumbo-yoghurt-griekse-stijl-0,1-vet-naturel-1kg-388324EM","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
207395ZK,Dole Bananen 1kg,Dole,1 KG,https://static-images.jumbo.com/product_images/150620221021_207395ZK-1_360x360_2.png,Fruit,149,,149,Altijd Lage Prijs (ALP),,23,4,https://www.jumbo.com/producten/dole-bananen-1kg-207395ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
306021BAK,Jumbo Aardbeien Hollands 400g,JUMBO,400 G,https://static-images.jumbo.com/product_images/090920202350_306021BAK-1_360x360_2.png,Fruit,299,,748,PromotionGroup-Badge,Van dichtbij,24,4,https://www.jumbo.com/producten/jumbo-aardbeien-hollands-400g-306021BAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
372431DS,Scharreleieren 12 Stuks,,,https://static-images.jumbo.com/product_images/180320211517_372431DS-1_360x360_2.png,"Zuivel, eieren, boter",239,,20,Altijd Lage Prijs (ALP),THT logo,25,4,https://www.jumbo.com/producten/scharreleieren-12-stuks-372431DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:41
302238STK,Jumbo Komkommer,JUMBO,,https://static-images.jumbo.com/product_images/090920202358_302238STK-1_360x360_2.png,Groente,85,,85,Altijd Lage Prijs (ALP),Van dichtbij,1,5,https://www.jumbo.com/producten/jumbo-komkommer-302238STK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
82080NET,Jumbo Knoflook 100g,Jumbo,100 GRAM,https://static-images.jumbo.com/product_images/82080NET-1_360x360_2.png,Groente,95,,950,,,2,5,https://www.jumbo.com/producten/jumbo-knoflook-100g-82080NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
510306BAK,Jumbo Fijnproevers Blauwe Bessen 200g,JUMBO,200 g,https://static-images.jumbo.com/product_images/020820220130_510306BAK-1_360x360_2.png,Fruit,349,,1745,,,3,5,https://www.jumbo.com/producten/jumbo-fijnproevers-blauwe-bessen-200g-510306BAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
175775DS,Jumbo Oranjetops 10 x 60ml,Jumbo,10 x 60 ml,https://static-images.jumbo.com/product_images/020820192210_175775DS-1_360x360_2.png,Diepvries,302,,702,,Vriesvers,4,5,https://www.jumbo.com/producten/jumbo-oranjetops-10-x-60ml-175775DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
425863DS,Jumbo Ultimate Sparerib 680g,JUMBO,680 g,https://static-images.jumbo.com/product_images/060420220021_425863DS-1_360x360_2.png,"Vlees, vis, vegetarisch",900,,1324,,THT logo,5,5,https://www.jumbo.com/producten/jumbo-ultimate-sparerib-680g-425863DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
501100PAK,"Jumbo Halfvolle Melk met 1 Ster Beter Leven Keurmerk 1, 5L",JUMBO,"1,5 L",https://static-images.jumbo.com/product_images/090620220318_501100PAK-1_360x360_2.png,"Zuivel, eieren, boter",175,,117,,"THT logo, Van dichtbij",6,5,"https://www.jumbo.com/producten/jumbo-halfvolle-melk-met-1-ster-beter-leven-keurmerk-1,5l-501100PAK","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
236884PAK,Jumbo Vanillevla 1L,Jumbo,1 L,https://static-images.jumbo.com/product_images/040420200024_236884PAK-1_360x360_2.png,"Zuivel, eieren, boter",138,,138,,"THT logo, Van dichtbij",7,5,https://www.jumbo.com/producten/jumbo-vanillevla-1l-236884PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
164517ROL,Jumbo Vuilniszakken 60 Liter 15 stuks,Jumbo,15 stuks,https://static-images.jumbo.com/product_images/080520191659_164517ROL-1_360x360_2.png,"Huishouden, dieren, servicebalie",124,,8,,,8,5,https://www.jumbo.com/producten/jumbo-vuilniszakken-60-liter-15-stuks-164517ROL,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
297024DS,Jumbo Scharreleieren L 6 Stuks,JUMBO,6 stuks,https://static-images.jumbo.com/product_images/100720220803_297024DS-1_360x360_2.png,"Zuivel, eieren, boter",289,,48,,"THT logo, Van dichtbij",9,5,https://www.jumbo.com/producten/jumbo-scharreleieren-l-6-stuks-297024DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
71499NET,Jumbo Mandarijnen 1kg,Jumbo,1 KG,https://static-images.jumbo.com/product_images/100520190519_71499NET-1_360x360_2.png,Fruit,279,,279,,,10,5,https://www.jumbo.com/producten/jumbo-mandarijnen-1kg-71499NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
213007NET,Jumbo Uien 1kg,Jumbo,1 KILO,https://static-images.jumbo.com/product_images/030820190457_213007NET-1_360x360_2.png,Groente,129,,129,Altijd Lage Prijs (ALP),Van dichtbij,11,5,https://www.jumbo.com/producten/jumbo-uien-1kg-213007NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
347554POT,Jumbo Pesto Groen 190g,Jumbo,190 g,https://static-images.jumbo.com/product_images/210520200859_347554POT-1_360x360_2.png,"Koken, soepen, maaltijden",115,,605,Altijd Lage Prijs (ALP),,12,5,https://www.jumbo.com/producten/jumbo-pesto-groen-190g-347554POT,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
312895PAK,Jumbo Toiletpapier Extra Zacht en Sterk 4-Laags Voordeelverpakking 16 Rollen,JUMBO,16 rollen,https://static-images.jumbo.com/product_images/180320220008_312895PAK-1_360x360_2.png,"Huishouden, dieren, servicebalie",649,500,31,"PromotionGroup-Badge, Altijd Lage Prijs (ALP)",,13,5,https://www.jumbo.com/producten/jumbo-toiletpapier-extra-zacht-en-sterk-4-laags-voordeelverpakking-16-rollen-312895PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
383455CUP,Jumbo Halvarine 500g,JUMBO,500 g,https://static-images.jumbo.com/product_images/300920200059_383455CUP-1_360x360_2.png,"Zuivel, eieren, boter",99,,198,Altijd Lage Prijs (ALP),,14,5,https://www.jumbo.com/producten/jumbo-halvarine-500g-383455CUP,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
302241PAK,Jumbo Paprika Mix 3 Stuks,JUMBO,3 stuks,https://static-images.jumbo.com/product_images/090920202353_302241PAK-1_360x360_2.png,Groente,199,,66,"KiesMixBadge, PromotionGroup-Badge, Altijd Lage Prijs (ALP)",Van dichtbij,15,5,https://www.jumbo.com/producten/jumbo-paprika-mix-3-stuks-302241PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
306029DS,Jumbo Bessen Blauw 300g,JUMBO,300 G,https://static-images.jumbo.com/product_images/070920202335_306029DS-1_360x360_2.png,Fruit,399,,1330,PromotionGroup-Badge,,16,5,https://www.jumbo.com/producten/jumbo-bessen-blauw-300g-306029DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
427783FLS,"Jumbo Cola Regular 1, 5L",JUMBO,"1,5 L",https://static-images.jumbo.com/product_images/170620212027_427783FLS-1_360x360_2.png,"Fris, sap, koffie, thee",74,,49,Altijd Lage Prijs (ALP),,17,5,"https://www.jumbo.com/producten/jumbo-cola-regular-1,5l-427783FLS","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
214363PAK,Jumbo Chocolate Chip Cookies 12 Stuks 225g,Jumbo,225 g,https://static-images.jumbo.com/product_images/191120190445_214363PAK-1_360x360_2.png,"Koek, snoep, chocolade en chips",85,,378,Altijd Lage Prijs (ALP),,18,5,https://www.jumbo.com/producten/jumbo-chocolate-chip-cookies-12-stuks-225g-214363PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
186036ZK,Jumbo Stroopwafels met Roomboter 468g,Jumbo,468 g,https://static-images.jumbo.com/product_images/121220192202_186036ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",191,,408,Altijd Lage Prijs (ALP),,19,5,https://www.jumbo.com/producten/jumbo-stroopwafels-met-roomboter-468g-186036ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
398872ZK,Jumbo Ribbel Paprika Chips 250g,JUMBO,250 g,https://static-images.jumbo.com/product_images/281120200338_398872ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",109,,436,Altijd Lage Prijs (ALP),Bekroonde producten,20,5,https://www.jumbo.com/producten/jumbo-ribbel-paprika-chips-250g-398872ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
203773STK,Jumbo Jong Belegen Kaas 48+ Plakken 400 g - Voordeelverpakking,Jumbo,400 g,https://static-images.jumbo.com/product_images/140920190454_203773STK-1_360x360_2.png,"Vleeswaren, kaas en tapas",540,,1350,,Van dichtbij,21,5,https://www.jumbo.com/producten/jumbo-jong-belegen-kaas-48-plakken-400-g-voordeelverpakking-203773STK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
388324EM,"Jumbo Yoghurt Griekse Stijl 0,1% Vet Naturel 1kg",JUMBO,1000 g,https://static-images.jumbo.com/product_images/210120221104_388324EM-1_360x360_2.png,"Zuivel, eieren, boter",199,,199,Altijd Lage Prijs (ALP),THT logo,22,5,"https://www.jumbo.com/producten/jumbo-yoghurt-griekse-stijl-0,1-vet-naturel-1kg-388324EM","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
207395ZK,Dole Bananen 1kg,Dole,1 KG,https://static-images.jumbo.com/product_images/150620221021_207395ZK-1_360x360_2.png,Fruit,149,,149,Altijd Lage Prijs (ALP),,23,5,https://www.jumbo.com/producten/dole-bananen-1kg-207395ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
306021BAK,Jumbo Aardbeien Hollands 400g,JUMBO,400 G,https://static-images.jumbo.com/product_images/090920202350_306021BAK-1_360x360_2.png,Fruit,299,,748,PromotionGroup-Badge,Van dichtbij,24,5,https://www.jumbo.com/producten/jumbo-aardbeien-hollands-400g-306021BAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
372431DS,Scharreleieren 12 Stuks,,,https://static-images.jumbo.com/product_images/180320211517_372431DS-1_360x360_2.png,"Zuivel, eieren, boter",239,,20,Altijd Lage Prijs (ALP),THT logo,25,5,https://www.jumbo.com/producten/scharreleieren-12-stuks-372431DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:49
302238STK,Jumbo Komkommer,JUMBO,,https://static-images.jumbo.com/product_images/090920202358_302238STK-1_360x360_2.png,Groente,85,,85,Altijd Lage Prijs (ALP),Van dichtbij,1,6,https://www.jumbo.com/producten/jumbo-komkommer-302238STK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
82080NET,Jumbo Knoflook 100g,Jumbo,100 GRAM,https://static-images.jumbo.com/product_images/82080NET-1_360x360_2.png,Groente,95,,950,,,2,6,https://www.jumbo.com/producten/jumbo-knoflook-100g-82080NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
510306BAK,Jumbo Fijnproevers Blauwe Bessen 200g,JUMBO,200 g,https://static-images.jumbo.com/product_images/020820220130_510306BAK-1_360x360_2.png,Fruit,349,,1745,,,3,6,https://www.jumbo.com/producten/jumbo-fijnproevers-blauwe-bessen-200g-510306BAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
175775DS,Jumbo Oranjetops 10 x 60ml,Jumbo,10 x 60 ml,https://static-images.jumbo.com/product_images/020820192210_175775DS-1_360x360_2.png,Diepvries,302,,702,,Vriesvers,4,6,https://www.jumbo.com/producten/jumbo-oranjetops-10-x-60ml-175775DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
425863DS,Jumbo Ultimate Sparerib 680g,JUMBO,680 g,https://static-images.jumbo.com/product_images/060420220021_425863DS-1_360x360_2.png,"Vlees, vis, vegetarisch",900,,1324,,THT logo,5,6,https://www.jumbo.com/producten/jumbo-ultimate-sparerib-680g-425863DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
501100PAK,"Jumbo Halfvolle Melk met 1 Ster Beter Leven Keurmerk 1, 5L",JUMBO,"1,5 L",https://static-images.jumbo.com/product_images/090620220318_501100PAK-1_360x360_2.png,"Zuivel, eieren, boter",175,,117,,"THT logo, Van dichtbij",6,6,"https://www.jumbo.com/producten/jumbo-halfvolle-melk-met-1-ster-beter-leven-keurmerk-1,5l-501100PAK","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
236884PAK,Jumbo Vanillevla 1L,Jumbo,1 L,https://static-images.jumbo.com/product_images/040420200024_236884PAK-1_360x360_2.png,"Zuivel, eieren, boter",138,,138,,"THT logo, Van dichtbij",7,6,https://www.jumbo.com/producten/jumbo-vanillevla-1l-236884PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
164517ROL,Jumbo Vuilniszakken 60 Liter 15 stuks,Jumbo,15 stuks,https://static-images.jumbo.com/product_images/080520191659_164517ROL-1_360x360_2.png,"Huishouden, dieren, servicebalie",124,,8,,,8,6,https://www.jumbo.com/producten/jumbo-vuilniszakken-60-liter-15-stuks-164517ROL,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
297024DS,Jumbo Scharreleieren L 6 Stuks,JUMBO,6 stuks,https://static-images.jumbo.com/product_images/100720220803_297024DS-1_360x360_2.png,"Zuivel, eieren, boter",289,,48,,"THT logo, Van dichtbij",9,6,https://www.jumbo.com/producten/jumbo-scharreleieren-l-6-stuks-297024DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
71499NET,Jumbo Mandarijnen 1kg,Jumbo,1 KG,https://static-images.jumbo.com/product_images/100520190519_71499NET-1_360x360_2.png,Fruit,279,,279,,,10,6,https://www.jumbo.com/producten/jumbo-mandarijnen-1kg-71499NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
213007NET,Jumbo Uien 1kg,Jumbo,1 KILO,https://static-images.jumbo.com/product_images/030820190457_213007NET-1_360x360_2.png,Groente,129,,129,Altijd Lage Prijs (ALP),Van dichtbij,11,6,https://www.jumbo.com/producten/jumbo-uien-1kg-213007NET,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
347554POT,Jumbo Pesto Groen 190g,Jumbo,190 g,https://static-images.jumbo.com/product_images/210520200859_347554POT-1_360x360_2.png,"Koken, soepen, maaltijden",115,,605,Altijd Lage Prijs (ALP),,12,6,https://www.jumbo.com/producten/jumbo-pesto-groen-190g-347554POT,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
312895PAK,Jumbo Toiletpapier Extra Zacht en Sterk 4-Laags Voordeelverpakking 16 Rollen,JUMBO,16 rollen,https://static-images.jumbo.com/product_images/180320220008_312895PAK-1_360x360_2.png,"Huishouden, dieren, servicebalie",649,,31,"PromotionGroup-Badge, Altijd Lage Prijs (ALP)",,13,6,https://www.jumbo.com/producten/jumbo-toiletpapier-extra-zacht-en-sterk-4-laags-voordeelverpakking-16-rollen-312895PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
383455CUP,Jumbo Halvarine 500g,JUMBO,500 g,https://static-images.jumbo.com/product_images/300920200059_383455CUP-1_360x360_2.png,"Zuivel, eieren, boter",99,,198,Altijd Lage Prijs (ALP),,14,6,https://www.jumbo.com/producten/jumbo-halvarine-500g-383455CUP,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
302241PAK,Jumbo Paprika Mix 3 Stuks,JUMBO,3 stuks,https://static-images.jumbo.com/product_images/090920202353_302241PAK-1_360x360_2.png,Groente,199,,66,"KiesMixBadge, PromotionGroup-Badge, Altijd Lage Prijs (ALP)",Van dichtbij,15,6,https://www.jumbo.com/producten/jumbo-paprika-mix-3-stuks-302241PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
306029DS,Jumbo Bessen Blauw 300g,JUMBO,300 G,https://static-images.jumbo.com/product_images/070920202335_306029DS-1_360x360_2.png,Fruit,399,,1330,PromotionGroup-Badge,,16,6,https://www.jumbo.com/producten/jumbo-bessen-blauw-300g-306029DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
427783FLS,"Jumbo Cola Regular 1, 5L",JUMBO,"1,5 L",https://static-images.jumbo.com/product_images/170620212027_427783FLS-1_360x360_2.png,"Fris, sap, koffie, thee",74,,49,Altijd Lage Prijs (ALP),,17,6,"https://www.jumbo.com/producten/jumbo-cola-regular-1,5l-427783FLS","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
214363PAK,Jumbo Chocolate Chip Cookies 12 Stuks 225g,Jumbo,225 g,https://static-images.jumbo.com/product_images/191120190445_214363PAK-1_360x360_2.png,"Koek, snoep, chocolade en chips",85,,378,Altijd Lage Prijs (ALP),,18,6,https://www.jumbo.com/producten/jumbo-chocolate-chip-cookies-12-stuks-225g-214363PAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
186036ZK,Jumbo Stroopwafels met Roomboter 468g,Jumbo,468 g,https://static-images.jumbo.com/product_images/121220192202_186036ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",191,,408,Altijd Lage Prijs (ALP),,19,6,https://www.jumbo.com/producten/jumbo-stroopwafels-met-roomboter-468g-186036ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
398872ZK,Jumbo Ribbel Paprika Chips 250g,JUMBO,250 g,https://static-images.jumbo.com/product_images/281120200338_398872ZK-1_360x360_2.png,"Koek, snoep, chocolade en chips",109,,436,Altijd Lage Prijs (ALP),Bekroonde producten,20,6,https://www.jumbo.com/producten/jumbo-ribbel-paprika-chips-250g-398872ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
203773STK,Jumbo Jong Belegen Kaas 48+ Plakken 400 g - Voordeelverpakking,Jumbo,400 g,https://static-images.jumbo.com/product_images/140920190454_203773STK-1_360x360_2.png,"Vleeswaren, kaas en tapas",540,,1350,,Van dichtbij,21,6,https://www.jumbo.com/producten/jumbo-jong-belegen-kaas-48-plakken-400-g-voordeelverpakking-203773STK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
388324EM,"Jumbo Yoghurt Griekse Stijl 0,1% Vet Naturel 1kg",JUMBO,1000 g,https://static-images.jumbo.com/product_images/210120221104_388324EM-1_360x360_2.png,"Zuivel, eieren, boter",199,,199,Altijd Lage Prijs (ALP),THT logo,22,6,"https://www.jumbo.com/producten/jumbo-yoghurt-griekse-stijl-0,1-vet-naturel-1kg-388324EM","https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
207395ZK,Dole Bananen 1kg,Dole,1 KG,https://static-images.jumbo.com/product_images/150620221021_207395ZK-1_360x360_2.png,Fruit,149,,149,Altijd Lage Prijs (ALP),,23,6,https://www.jumbo.com/producten/dole-bananen-1kg-207395ZK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
306021BAK,Jumbo Aardbeien Hollands 400g,JUMBO,400 G,https://static-images.jumbo.com/product_images/090920202350_306021BAK-1_360x360_2.png,Fruit,299,,748,PromotionGroup-Badge,Van dichtbij,24,6,https://www.jumbo.com/producten/jumbo-aardbeien-hollands-400g-306021BAK,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
372431DS,Scharreleieren 12 Stuks,,,https://static-images.jumbo.com/product_images/180320211517_372431DS-1_360x360_2.png,"Zuivel, eieren, boter",239,,20,Altijd Lage Prijs (ALP),THT logo,25,6,https://www.jumbo.com/producten/scharreleieren-12-stuks-372431DS,"https://www.jumbo.com/producten/koek,-snoep,-chocolade-en-chips/drop/",22-08-2022 19:02:52
